city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
katowice,Other,54.77,3.0,1.0,4.0,1905.0,50.254681,19.0055371,1.13,18.0,0.216,0.321,0.822,0.313,0.174,0.248,0.077,condominium,no,no,no,no,no,370000
katowice,blockOfFlats,56.0,3.0,3.0,3.0,,50.2359973855671,19.0094319091257,2.69,6.0,0.781,0.299,1.426,0.251,0.354,1.699,0.118,condominium,no,yes,no,no,no,620000
katowice,apartmentBuilding,91.5,3.0,2.0,3.0,2023.0,50.2055639,18.968699,6.99,0.0,2.185,2.272,2.548,2.07,2.117,,2.183,condominium,yes,yes,yes,no,no,665000
katowice,tenement,148.0,6.0,3.0,4.0,1906.0,50.2617883,19.01649167,0.35,69.0,0.102,0.178,0.246,0.278,0.053,0.178,0.229,cooperative,no,yes,no,no,yes,879000
katowice,blockOfFlats,47.48,2.0,2.0,5.0,,50.2228475,19.0694536,5.39,4.0,0.552,3.506,0.145,0.434,0.493,4.561,0.471,condominium,no,yes,no,no,yes,305000
katowice,apartmentBuilding,48.8,2.0,1.0,2.0,2023.0,50.2332,19.0049,3.09,5.0,0.416,0.737,1.534,0.149,0.409,2.112,0.399,condominium,yes,yes,no,no,no,490000
katowice,blockOfFlats,46.72,3.0,3.0,10.0,,50.2228475,19.0694536,5.39,4.0,0.552,3.506,0.145,0.434,0.493,4.561,0.471,condominium,no,yes,yes,no,yes,285000
katowice,apartmentBuilding,52.8,2.0,1.0,5.0,2014.0,50.2302,18.963,5.17,7.0,0.316,0.602,0.402,0.409,0.371,3.831,0.188,condominium,no,yes,yes,no,no,529000
katowice,tenement,50.8,3.0,,4.0,1900.0,50.2541397,19.0142298,0.69,33.0,0.212,0.469,0.351,0.257,0.092,0.38,0.189,condominium,no,no,Other,no,no,299720
katowice,apartmentBuilding,43.3,2.0,1.0,4.0,,50.2501,19.0272,1.16,24.0,0.271,0.036,0.426,0.199,0.016,0.67,0.263,condominium,yes,yes,no,yes,yes,450000
katowice,blockOfFlats,50.0,2.0,5.0,10.0,1970.0,50.2851,19.0124,2.91,8.0,0.438,0.183,0.159,0.22,0.253,0.545,0.121,condominium,no,yes,yes,no,no,375000
katowice,blockOfFlats,73.7,4.0,9.0,13.0,1972.0,50.2816,18.971,4.25,16.0,0.213,0.543,0.133,0.246,0.181,1.048,0.194,condominium,no,no,yes,no,no,549000
katowice,blockOfFlats,68.2,4.0,1.0,9.0,1986.0,50.203458,18.988431,6.6,0.0,2.502,2.565,3.406,2.574,2.612,,2.656,condominium,no,yes,yes,no,no,409000
katowice,blockOfFlats,34.0,2.0,3.0,4.0,1960.0,50.2492,19.0083,1.38,6.0,0.332,0.327,0.885,0.107,0.518,0.652,0.298,condominium,yes,no,no,no,yes,275000
katowice,blockOfFlats,52.2,4.0,1.0,4.0,,50.259,19.0624,3.04,3.0,0.429,1.591,0.726,0.397,0.485,1.235,0.616,cooperative,no,yes,no,no,yes,365000
katowice,apartmentBuilding,111.17,4.0,3.0,3.0,2022.0,50.241715,19.013214,2.01,2.0,1.076,0.393,1.255,0.555,0.813,1.01,0.234,condominium,yes,yes,yes,no,no,980000
katowice,blockOfFlats,108.15,4.0,3.0,3.0,2000.0,50.2538554,19.0392457,1.52,8.0,0.25,0.656,0.501,0.188,0.236,1.026,0.438,condominium,yes,yes,no,no,no,999000
katowice,blockOfFlats,48.65,2.0,3.0,10.0,1988.0,50.2626107,18.9717806,3.42,15.0,0.384,0.567,0.425,0.188,0.17,2.173,0.338,cooperative,no,no,yes,no,no,299000
katowice,apartmentBuilding,110.0,4.0,3.0,3.0,2000.0,50.25025465,19.03717504,1.61,14.0,0.026,0.518,0.457,0.085,0.164,1.222,0.263,condominium,yes,yes,no,no,no,999000
katowice,blockOfFlats,53.0,2.0,5.0,10.0,1980.0,50.2840745,19.01733398,2.76,8.0,0.298,0.243,0.299,0.572,0.291,0.179,0.212,cooperative,yes,yes,yes,no,yes,355000
katowice,blockOfFlats,64.49,3.0,4.0,4.0,1979.0,50.2384,19.0881,5.4,4.0,0.571,3.826,0.426,0.59,0.745,2.874,0.322,condominium,no,yes,no,no,yes,320000
katowice,blockOfFlats,43.45,3.0,4.0,4.0,1969.0,50.28581,19.01409,2.97,9.0,0.47,0.061,0.238,0.357,0.174,0.478,0.2,condominium,no,no,no,no,no,330000
katowice,Other,39.6,2.0,1.0,4.0,2020.0,50.29072,19.00786,3.59,1.0,0.564,0.758,0.861,0.674,0.191,1.171,0.825,condominium,no,yes,no,no,no,399000
katowice,apartmentBuilding,70.0,3.0,,3.0,2017.0,50.1986,18.989708,7.08,0.0,3.042,3.103,3.897,3.111,3.14,,3.196,condominium,no,yes,no,no,no,609000
katowice,tenement,84.43,3.0,,4.0,1930.0,50.25624435,19.02365812,0.45,95.0,0.203,0.273,0.303,0.394,0.032,0.32,0.05,condominium,no,no,Other,no,no,489000
katowice,Other,51.7,2.0,4.0,4.0,2021.0,50.2745267,18.9960742,2.38,14.0,0.128,0.324,0.259,0.108,0.138,1.691,0.26,condominium,yes,no,yes,no,no,665000
katowice,Other,56.5,3.0,1.0,13.0,1970.0,50.2736179,18.9812042,3.16,13.0,0.109,1.075,0.206,0.245,0.296,1.869,0.213,condominium,no,no,yes,no,no,380000
katowice,blockOfFlats,48.0,2.0,3.0,4.0,1981.0,50.2957,19.0097,4.1,3.0,0.417,1.183,0.516,0.517,0.401,1.549,0.547,cooperative,yes,yes,no,no,yes,269500
katowice,blockOfFlats,59.0,3.0,,10.0,,50.2808987,18.9676608,4.4,15.0,0.029,0.357,0.232,0.095,0.371,0.799,0.117,condominium,no,no,no,no,no,365000
katowice,Other,75.0,3.0,1.0,2.0,1935.0,50.211,18.9859,5.89,0.0,1.657,1.745,2.595,1.735,1.793,4.89,1.807,condominium,yes,yes,no,no,yes,450000
katowice,blockOfFlats,74.3,4.0,,14.0,1978.0,50.28304,18.97342,4.21,16.0,0.295,0.7,0.27,0.138,0.288,1.256,0.273,condominium,no,yes,yes,no,no,389900
katowice,tenement,47.3,2.0,4.0,4.0,1900.0,50.2541397,19.0142298,0.69,33.0,0.212,0.469,0.351,0.257,0.092,0.38,0.189,condominium,no,no,Other,no,no,231770
katowice,tenement,94.3,3.0,3.0,4.0,1900.0,50.2541397,19.0142298,0.69,33.0,0.212,0.469,0.351,0.257,0.092,0.38,0.189,condominium,no,no,Other,no,no,603520
katowice,tenement,36.1,2.0,1.0,4.0,1900.0,50.2541397,19.0142298,0.69,33.0,0.212,0.469,0.351,0.257,0.092,0.38,0.189,condominium,no,no,Other,no,no,249090
katowice,tenement,43.3,2.0,2.0,4.0,1900.0,50.2541397,19.0142298,0.69,33.0,0.212,0.469,0.351,0.257,0.092,0.38,0.189,condominium,no,no,Other,no,no,277120
katowice,apartmentBuilding,70.03,3.0,6.0,7.0,2021.0,50.2237,18.9957,4.31,0.0,0.646,0.533,1.739,0.867,0.738,3.351,1.246,condominium,yes,yes,yes,yes,yes,775000
katowice,blockOfFlats,60.01,3.0,8.0,10.0,1980.0,50.26196785,18.97269703,3.35,16.0,0.312,0.656,0.33,0.093,0.232,2.267,0.286,cooperative,no,yes,yes,no,yes,339000
katowice,tenement,62.45,2.0,1.0,4.0,,50.255196,19.02386,0.55,84.0,0.135,0.201,0.189,0.306,0.099,0.436,0.111,condominium,no,yes,no,no,yes,596398
katowice,blockOfFlats,50.0,2.0,8.0,18.0,1970.0,50.279,18.9725,4.0,14.0,0.08,0.76,0.193,0.357,0.166,1.131,0.184,cooperative,yes,yes,yes,no,no,484990
katowice,blockOfFlats,53.11,2.0,1.0,1.0,,50.20592,18.96009,7.29,0.0,2.33,2.109,2.415,2.168,2.233,,2.21,condominium,no,no,no,no,yes,270000
katowice,blockOfFlats,57.0,3.0,,4.0,,50.2297387,18.9426676,6.39,4.0,0.248,0.832,0.889,0.602,0.124,,0.497,condominium,yes,yes,no,no,yes,398000
katowice,blockOfFlats,25.3,1.0,,10.0,1980.0,50.2262,19.0589,4.62,6.0,0.359,2.734,0.793,0.494,0.35,3.968,0.316,cooperative,no,no,yes,no,no,219000
katowice,tenement,100.02,3.0,3.0,3.0,,50.25903495,19.01430516,0.38,67.0,0.054,0.212,0.078,0.48,0.091,0.29,0.095,condominium,no,yes,no,no,no,820000
katowice,blockOfFlats,61.91,3.0,,3.0,,50.22846,18.93125,7.16,0.0,0.983,1.601,1.692,1.425,0.756,,1.32,condominium,no,yes,no,no,yes,398000
katowice,apartmentBuilding,65.74,3.0,4.0,7.0,2021.0,50.2240042,18.9952606,4.29,1.0,0.601,0.488,1.694,0.835,0.699,3.336,1.201,condominium,yes,yes,yes,no,no,858000
katowice,blockOfFlats,44.51,3.0,3.0,4.0,1974.0,50.23976545,19.09148327,5.55,4.0,0.613,4.034,0.308,0.572,0.837,2.798,0.187,cooperative,yes,yes,no,no,yes,292000
katowice,tenement,71.49,4.0,,4.0,,50.2539301,19.0205818,0.6,50.0,0.119,0.363,0.311,0.288,0.089,0.448,0.093,condominium,no,no,Other,no,no,669000
katowice,blockOfFlats,56.63,3.0,2.0,4.0,,50.2266,18.9729,4.93,16.0,0.168,0.438,0.825,0.235,0.127,3.671,0.207,condominium,no,yes,no,no,no,450000
katowice,blockOfFlats,50.81,2.0,8.0,10.0,1985.0,50.26929,19.04453,2.09,18.0,0.19,0.157,0.371,0.222,0.292,0.881,0.061,condominium,no,yes,yes,no,yes,389000
katowice,Other,30.2,1.0,4.0,4.0,,50.22941,19.06176,4.48,4.0,0.375,2.602,0.807,0.478,0.558,3.897,0.412,condominium,no,yes,no,no,yes,235000
katowice,blockOfFlats,41.13,2.0,3.0,10.0,,50.21044,18.9966,5.68,0.0,2.045,1.854,2.936,2.23,2.207,4.683,2.237,condominium,no,yes,yes,no,no,269000
katowice,tenement,87.03,3.0,1.0,2.0,1910.0,50.25816,19.02495,0.4,91.0,0.13,0.185,0.334,0.43,0.02,0.209,0.218,condominium,no,no,no,no,yes,560000
katowice,tenement,55.6,3.0,,2.0,1965.0,50.2573,19.1173,6.95,0.0,1.724,4.565,2.042,1.507,1.674,2.856,1.705,condominium,no,no,no,no,no,295000
katowice,Other,121.18,6.0,9.0,10.0,2008.0,50.27691775,19.02697713,2.02,4.0,0.674,0.319,0.362,0.527,0.548,0.883,0.391,condominium,no,no,yes,no,no,610000
katowice,tenement,61.0,3.0,1.0,4.0,1950.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,yes,no,no,no,yes,430000
katowice,tenement,72.0,3.0,3.0,3.0,1950.0,50.2602,19.0352,1.11,14.0,0.24,0.366,0.637,0.193,0.135,0.535,0.263,condominium,yes,no,no,no,yes,449000
katowice,tenement,79.0,4.0,3.0,4.0,,50.27138,18.99656,2.12,14.0,0.285,0.054,0.195,0.061,0.384,1.405,0.224,condominium,no,no,no,no,yes,429900
katowice,blockOfFlats,42.52,2.0,9.0,10.0,1980.0,50.2478,19.0362,1.74,18.0,0.121,0.236,0.285,0.128,0.214,1.339,0.296,condominium,no,yes,yes,no,no,320000
katowice,blockOfFlats,59.6,4.0,2.0,4.0,,50.2648919,19.0237815,0.69,24.0,0.382,0.168,0.289,0.298,0.141,0.375,0.219,cooperative,no,yes,no,no,no,430000
katowice,Other,42.71,2.0,7.0,10.0,,50.217638,18.9713233,5.77,0.0,0.852,1.233,1.414,0.721,0.763,4.578,0.877,cooperative,no,yes,yes,no,no,279000
katowice,tenement,39.0,2.0,1.0,2.0,1950.0,50.282,19.0059,2.7,7.0,0.38,0.414,0.382,0.39,0.639,0.977,0.325,condominium,yes,no,no,no,yes,169000
katowice,apartmentBuilding,42.99,2.0,2.0,11.0,2023.0,50.2648919,19.0237815,0.69,24.0,0.382,0.168,0.289,0.298,0.141,0.375,0.219,condominium,no,yes,yes,no,no,542792
katowice,blockOfFlats,42.3,3.0,10.0,11.0,1969.0,50.2769,18.9793,3.47,15.0,0.222,1.256,0.217,0.119,0.363,1.64,0.233,cooperative,no,yes,yes,no,no,315000
katowice,Other,47.0,2.0,7.0,18.0,,50.2784673,18.9735022,3.91,16.0,0.169,0.852,0.266,0.369,0.228,1.207,0.215,condominium,yes,no,yes,no,no,485000
katowice,Other,80.0,4.0,3.0,4.0,1920.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,yes,yes,no,no,no,695000
katowice,tenement,72.0,3.0,1.0,3.0,1935.0,50.276484,19.0258651,1.96,5.0,0.583,0.359,0.298,0.45,0.506,0.879,0.298,condominium,yes,no,no,no,no,895000
katowice,tenement,71.0,4.0,1.0,2.0,1970.0,50.258,19.0247,0.39,97.0,0.153,0.2,0.316,0.429,0.008,0.202,0.202,condominium,yes,no,no,no,yes,559000
katowice,blockOfFlats,65.68,3.0,1.0,4.0,1980.0,50.2259422,19.0720294,5.26,2.0,0.577,3.402,0.265,0.44,0.663,4.197,0.62,condominium,no,yes,no,no,yes,419000
katowice,blockOfFlats,56.5,3.0,9.0,10.0,,50.2524759,19.0342932,1.29,20.0,0.266,0.34,0.216,0.279,0.324,0.904,0.189,condominium,yes,yes,yes,no,yes,375000
katowice,blockOfFlats,53.0,3.0,9.0,10.0,,50.2451791,18.99629693,2.29,11.0,0.067,0.427,0.102,0.397,0.179,1.041,0.419,cooperative,no,yes,yes,no,yes,350000
katowice,tenement,71.0,4.0,1.0,2.0,1970.0,50.258,19.0247,0.39,97.0,0.153,0.2,0.316,0.429,0.008,0.202,0.202,condominium,yes,no,no,no,yes,559000
katowice,blockOfFlats,55.5,3.0,3.0,3.0,1980.0,50.2302,18.963,5.17,7.0,0.316,0.602,0.402,0.409,0.371,3.831,0.188,cooperative,no,no,no,no,yes,359000
katowice,tenement,39.5,2.0,1.0,1.0,1900.0,50.2735,18.9991,2.15,16.0,0.114,0.244,0.103,0.138,0.354,1.473,0.076,condominium,yes,no,no,no,yes,229100
katowice,Other,62.0,3.0,9.0,9.0,1992.0,50.2473582,19.0363927,1.79,18.0,0.089,0.192,0.3,0.143,0.239,1.364,0.32,cooperative,no,yes,yes,no,no,489000
katowice,blockOfFlats,43.8,2.0,4.0,4.0,1980.0,50.2055639,18.968699,6.99,0.0,2.185,2.272,2.548,2.07,2.117,,2.183,condominium,yes,yes,no,no,no,268000
katowice,apartmentBuilding,64.33,3.0,1.0,3.0,1999.0,50.2343,18.9872,3.61,8.0,0.147,0.707,0.746,0.388,0.286,2.412,0.146,cooperative,no,yes,no,no,yes,575000
katowice,tenement,43.2,3.0,,2.0,1930.0,50.267222,18.989167,2.34,6.0,0.238,0.754,0.571,0.113,0.351,1.612,0.091,condominium,no,no,no,no,yes,208999
katowice,Other,37.0,2.0,1.0,3.0,,50.2724417,19.0176489,1.46,9.0,0.158,0.371,0.635,0.212,0.607,0.999,0.325,condominium,no,no,no,no,no,265000
katowice,tenement,28.9,2.0,4.0,4.0,1935.0,50.2549337,19.0236135,0.57,81.0,0.108,0.211,0.171,0.287,0.123,0.461,0.144,condominium,no,no,Other,no,no,286110
katowice,blockOfFlats,46.5,2.0,,4.0,,50.211137,18.98483,5.9,0.0,1.613,1.743,2.562,1.688,1.74,4.894,1.767,cooperative,no,no,no,no,yes,349000
katowice,blockOfFlats,47.81,2.0,,6.0,1965.0,50.27048,19.0198,1.24,13.0,0.29,0.152,0.42,0.318,0.342,0.778,0.063,condominium,no,no,yes,no,yes,390000
katowice,blockOfFlats,25.0,1.0,6.0,10.0,,50.22172,19.07236,5.62,1.0,0.789,3.74,0.335,0.664,0.732,4.662,0.711,cooperative,no,no,yes,no,no,179000
katowice,blockOfFlats,57.77,3.0,1.0,4.0,,50.27255,18.99469,2.3,11.0,0.253,0.198,0.261,0.206,0.317,1.591,0.284,condominium,no,no,no,no,yes,449000
katowice,blockOfFlats,53.58,3.0,6.0,10.0,,50.22058,19.06402,5.34,2.0,0.641,3.453,0.56,0.616,0.437,4.664,0.437,condominium,no,yes,yes,no,yes,299000
katowice,blockOfFlats,68.0,3.0,4.0,4.0,1980.0,50.2568305,19.01274636,0.56,40.0,0.274,0.381,0.273,0.505,0.214,0.312,0.362,condominium,no,no,yes,no,no,620000
katowice,blockOfFlats,25.0,1.0,6.0,10.0,,50.226192,19.0655541,4.92,7.0,0.116,3.045,0.365,0.03,0.265,4.244,0.164,cooperative,no,no,yes,no,no,179000
katowice,blockOfFlats,80.0,3.0,8.0,24.0,1980.0,50.279167,18.973333,3.96,13.0,0.109,0.801,0.189,0.321,0.15,1.19,0.158,cooperative,no,yes,yes,no,no,740000
katowice,blockOfFlats,48.2,2.0,4.0,10.0,1970.0,50.244,18.9963,2.38,11.0,0.043,0.344,0.227,0.304,0.278,1.162,0.331,condominium,no,yes,yes,no,yes,385500
katowice,Other,64.33,3.0,2.0,3.0,1999.0,50.2332595,18.9863656,3.74,8.0,0.105,0.685,0.684,0.285,0.165,2.542,0.016,condominium,yes,no,no,no,no,575000
katowice,tenement,73.0,4.0,,3.0,1905.0,50.2571022,19.01313294,0.52,44.0,0.281,0.357,0.232,0.539,0.194,0.352,0.325,condominium,yes,no,no,no,no,650000
katowice,apartmentBuilding,80.33,3.0,4.0,6.0,2013.0,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,yes,yes,yes,no,yes,950000
katowice,blockOfFlats,60.0,3.0,3.0,4.0,,50.2675,19.0397,1.69,14.0,0.154,0.37,0.174,0.172,0.066,0.541,0.205,condominium,no,yes,no,no,yes,480000
katowice,Other,62.0,2.0,1.0,1.0,,50.2567383,19.0280085,0.66,77.0,0.218,0.24,0.408,0.176,0.063,0.302,0.169,condominium,no,no,no,no,no,455000
katowice,tenement,113.0,5.0,,,1915.0,50.2519,19.014,0.92,22.0,0.254,0.258,0.586,0.147,0.252,0.321,0.109,condominium,no,no,Other,no,no,699000
katowice,apartmentBuilding,71.2,3.0,,3.0,2016.0,50.19784175,18.98246289,7.33,0.0,3.006,3.228,3.709,3.034,3.053,,3.156,condominium,yes,yes,yes,no,yes,869000
katowice,blockOfFlats,44.06,2.0,,3.0,,50.2423282,19.0150126,1.92,1.0,0.948,0.51,1.352,0.694,0.738,0.91,0.157,condominium,yes,no,yes,no,no,575000
katowice,tenement,48.7,2.0,2.0,3.0,1916.0,50.2678,18.98063,2.93,3.0,0.456,0.792,0.854,0.363,0.818,2.152,0.48,condominium,no,no,no,no,yes,280000
katowice,Other,39.0,2.0,4.0,4.0,,50.2318987,18.9764299,4.33,14.0,0.104,0.39,0.19,0.094,0.123,3.047,0.243,condominium,no,no,Other,no,no,349000
katowice,tenement,93.42,4.0,3.0,3.0,1865.0,50.2603161,19.0131437,0.47,57.0,0.16,0.094,0.222,0.316,0.099,0.301,0.111,condominium,no,no,no,no,no,620000
katowice,tenement,48.0,2.0,,3.0,,50.2531,19.0089,1.03,22.0,0.175,0.238,0.696,0.24,0.274,0.235,0.058,condominium,yes,no,no,no,yes,265000
katowice,blockOfFlats,51.5,3.0,,10.0,1970.0,50.2239,19.0604,4.89,6.0,0.37,3.003,0.653,0.452,0.195,4.221,0.219,condominium,yes,no,yes,no,yes,249000
katowice,Other,55.0,3.0,4.0,4.0,,50.2361336,18.9814473,3.74,8.0,0.332,0.288,0.437,0.026,0.326,2.456,0.477,condominium,no,no,no,no,no,340000
katowice,tenement,89.0,4.0,2.0,4.0,,50.25741,19.0256,0.48,85.0,0.145,0.278,0.387,0.337,0.033,0.274,0.167,condominium,no,no,no,no,yes,725000
katowice,blockOfFlats,55.5,3.0,3.0,3.0,1980.0,50.235,18.9781,4.0,10.0,0.205,0.082,0.183,0.274,0.105,2.703,0.49,condominium,no,no,no,no,yes,372000
katowice,tenement,101.36,3.0,1.0,2.0,1927.0,50.2501991,19.01391834,1.09,12.0,0.309,0.177,0.768,0.27,0.432,0.275,0.276,condominium,yes,no,no,no,yes,569000
katowice,apartmentBuilding,85.0,3.0,2.0,3.0,2023.0,50.2055639,18.968699,6.99,0.0,2.185,2.272,2.548,2.07,2.117,,2.183,condominium,yes,yes,yes,no,no,760000
katowice,blockOfFlats,50.31,2.0,4.0,10.0,1985.0,50.27569,19.05569,3.14,4.0,0.33,1.159,0.883,0.76,1.0,0.444,0.95,condominium,no,yes,yes,no,yes,320000
katowice,blockOfFlats,84.0,4.0,1.0,13.0,,50.256906,19.023249,0.37,99.0,0.258,0.33,0.25,0.446,0.041,0.241,0.115,cooperative,no,yes,yes,no,yes,614000
katowice,apartmentBuilding,74.16,3.0,1.0,4.0,,50.277054,19.001369,2.36,10.0,0.27,0.138,0.529,0.345,0.509,1.462,0.365,condominium,yes,yes,yes,no,no,704520
katowice,blockOfFlats,51.0,2.0,,1.0,,50.22172,19.07236,5.62,1.0,0.789,3.74,0.335,0.664,0.732,4.662,0.711,condominium,yes,no,no,no,no,399000
katowice,blockOfFlats,61.14,2.0,6.0,10.0,1986.0,50.2584191,18.965665,3.84,10.0,0.301,1.046,0.785,0.273,0.369,2.439,0.409,cooperative,no,yes,yes,no,yes,355000
katowice,blockOfFlats,51.89,2.0,7.0,10.0,1978.0,50.283,19.0087,2.74,9.0,0.502,0.459,0.327,0.198,0.455,0.768,0.34,condominium,yes,yes,yes,no,yes,299999
katowice,blockOfFlats,83.27,4.0,1.0,5.0,,50.27,19.0201,1.19,17.0,0.345,0.095,0.365,0.27,0.289,0.727,0.04,condominium,no,no,yes,no,yes,597000
katowice,apartmentBuilding,64.74,3.0,2.0,5.0,2023.0,50.2566455,19.0049717,1.08,12.0,0.313,0.544,0.707,0.492,0.381,0.338,0.252,condominium,no,yes,yes,no,no,550000
katowice,apartmentBuilding,109.0,4.0,4.0,4.0,2000.0,50.2486,19.0312,1.45,14.0,0.36,0.361,0.127,0.195,0.054,0.973,0.078,condominium,yes,yes,no,no,no,949000
katowice,blockOfFlats,31.5,1.0,1.0,10.0,1980.0,50.2228475,19.0694536,5.39,4.0,0.552,3.506,0.145,0.434,0.493,4.561,0.471,cooperative,yes,no,no,no,yes,205000
katowice,tenement,101.68,3.0,3.0,3.0,,50.25613,19.01916,0.36,86.0,0.165,0.404,0.193,0.552,0.078,0.352,0.155,condominium,no,no,no,no,yes,707000
katowice,tenement,58.56,2.0,1.0,3.0,,50.25598,19.01906,0.38,82.0,0.149,0.418,0.195,0.54,0.089,0.368,0.14,condominium,no,no,no,no,yes,527000
katowice,tenement,43.0,2.0,4.0,4.0,1935.0,50.2531,19.0165,0.73,33.0,0.266,0.327,0.42,0.329,0.119,0.323,0.114,condominium,no,no,no,no,no,365000
katowice,tenement,35.0,1.0,4.0,4.0,1935.0,50.2532,19.0165,0.72,33.0,0.259,0.338,0.409,0.333,0.111,0.333,0.12,condominium,no,no,no,no,no,299000
katowice,tenement,44.0,2.0,3.0,3.0,1900.0,50.2735,18.9991,2.15,16.0,0.114,0.244,0.103,0.138,0.354,1.473,0.076,condominium,yes,no,no,no,no,319000
katowice,Other,60.0,3.0,,1.0,,50.2649,19.0238,0.69,24.0,0.384,0.166,0.288,0.299,0.141,0.377,0.22,condominium,no,no,no,no,yes,390000
katowice,tenement,84.0,3.0,,2.0,1927.0,50.2501991,19.01391834,1.09,12.0,0.309,0.177,0.768,0.27,0.432,0.275,0.276,condominium,yes,no,no,no,no,589000
katowice,Other,27.3,1.0,7.0,13.0,,50.273785,18.9810567,3.18,13.0,0.101,1.079,0.188,0.235,0.296,1.853,0.204,condominium,yes,no,yes,no,no,215000
katowice,blockOfFlats,61.2,3.0,1.0,10.0,,50.265617,19.104881,6.1,0.0,0.733,3.3,1.01,0.544,0.766,1.904,0.766,condominium,no,yes,yes,no,yes,315000
katowice,blockOfFlats,66.0,3.0,2.0,3.0,,50.2333163,18.9522227,5.6,7.0,0.419,0.685,0.106,0.271,0.486,4.227,0.24,cooperative,yes,yes,no,no,yes,495000
katowice,tenement,100.0,4.0,1.0,1.0,,50.1990393,19.0385708,6.84,0.0,3.532,4.632,3.558,3.57,3.318,,3.333,condominium,no,no,no,no,yes,520000
katowice,Other,42.0,2.0,3.0,3.0,,50.26775,18.98122,2.89,2.0,0.416,0.834,0.858,0.402,0.78,2.169,0.515,condominium,no,no,no,no,yes,239000
katowice,Other,56.5,3.0,1.0,13.0,1970.0,50.2736179,18.9812042,3.16,13.0,0.109,1.075,0.206,0.245,0.296,1.869,0.213,condominium,no,no,yes,no,no,380000
katowice,Other,73.0,3.0,1.0,4.0,,50.2715187,19.0013561,1.88,20.0,0.373,0.3,0.087,0.292,0.142,1.201,0.244,condominium,yes,no,yes,no,no,930000
katowice,tenement,82.7,4.0,4.0,4.0,,50.2632,19.0213,0.45,49.0,0.151,0.148,0.499,0.101,0.184,0.169,0.252,condominium,yes,no,no,no,no,359000
katowice,blockOfFlats,30.5,1.0,1.0,6.0,1986.0,50.1991053,19.0368065,6.81,0.0,3.592,4.534,3.632,3.634,3.379,,3.395,condominium,yes,no,yes,no,no,189000
katowice,blockOfFlats,39.0,2.0,7.0,12.0,1993.0,50.250461801794,19.0064369113275,1.36,11.0,0.324,0.152,0.84,0.227,0.333,0.459,0.229,cooperative,no,yes,yes,no,yes,289000
katowice,tenement,75.0,4.0,,3.0,,50.26322913,19.02132511,0.45,48.0,0.153,0.147,0.495,0.104,0.187,0.17,0.256,condominium,no,no,no,no,yes,630000
katowice,Other,82.0,4.0,,3.0,2000.0,50.25043,19.03934,1.72,10.0,0.181,0.59,0.594,0.24,0.166,1.297,0.416,condominium,yes,yes,no,no,no,670000
katowice,Other,47.0,3.0,11.0,13.0,,50.273785,18.9810567,3.18,13.0,0.101,1.079,0.188,0.235,0.296,1.853,0.204,condominium,yes,no,yes,no,no,399999
katowice,blockOfFlats,61.5,3.0,4.0,24.0,1977.0,50.2783301,19.0808402,4.84,1.0,0.585,1.327,0.944,0.716,0.456,1.481,0.861,condominium,no,yes,yes,no,yes,399000
katowice,tenement,95.0,5.0,2.0,7.0,,50.2582761,19.0149483,0.35,63.0,0.123,0.212,0.051,0.576,0.01,0.298,0.147,condominium,yes,yes,yes,no,yes,550000
katowice,blockOfFlats,46.0,2.0,4.0,10.0,,50.2228475,19.0694536,5.39,4.0,0.552,3.506,0.145,0.434,0.493,4.561,0.471,condominium,no,yes,no,no,yes,229000
katowice,tenement,46.0,2.0,2.0,4.0,,50.267222,18.989167,2.34,6.0,0.238,0.754,0.571,0.113,0.351,1.612,0.091,condominium,no,no,no,no,yes,235000
katowice,Other,64.0,3.0,9.0,10.0,1980.0,50.2830004,19.014664,2.65,9.0,0.158,0.287,0.136,0.424,0.115,0.345,0.019,cooperative,no,yes,yes,no,no,395000
katowice,blockOfFlats,42.0,2.0,7.0,10.0,,50.2684,19.0271,1.14,20.0,0.182,0.418,0.282,0.092,0.191,0.364,0.069,cooperative,yes,yes,yes,no,yes,449000
katowice,blockOfFlats,66.0,3.0,2.0,3.0,,50.2648919,19.0237815,0.69,24.0,0.382,0.168,0.289,0.298,0.141,0.375,0.219,cooperative,no,yes,no,no,no,526500
katowice,blockOfFlats,54.0,3.0,6.0,10.0,,50.2229955,19.059781,4.95,5.0,0.475,3.059,0.708,0.545,0.281,4.261,0.303,condominium,no,yes,yes,no,yes,335000
katowice,Other,89.79,4.0,3.0,4.0,1960.0,50.2535618,19.02684055,0.82,59.0,0.358,0.061,0.136,0.146,0.266,0.658,0.047,condominium,yes,no,no,no,yes,710000
katowice,blockOfFlats,38.32,2.0,2.0,4.0,,50.2401201798117,19.0919717461529,5.57,4.0,0.615,4.062,0.296,0.57,0.85,2.773,0.166,condominium,no,no,no,no,yes,218424
