city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
krakow,tenement,30.0,2.0,5.0,5.0,1929.0,50.0660977,19.9406683,1.21,119.0,0.18,0.494,0.205,0.277,0.06,0.261,0.132,condominium,no,no,yes,no,no,700000
krakow,tenement,39.45,2.0,2.0,3.0,1905.0,50.0599,19.9455,0.72,73.0,0.241,0.286,0.197,0.238,0.13,0.719,0.219,condominium,no,yes,yes,no,no,729825
krakow,blockOfFlats,52.0,2.0,2.0,3.0,2001.0,50.0091,19.9548,5.27,22.0,0.259,0.256,0.333,0.188,0.19,0.383,0.106,condominium,yes,yes,no,yes,no,548000
krakow,blockOfFlats,75.0,3.0,2.0,5.0,2008.0,50.058556,19.9447037,0.58,90.0,0.167,0.432,0.173,0.139,0.035,0.675,0.206,condominium,no,yes,yes,no,no,1499000
krakow,blockOfFlats,42.0,2.0,,4.0,,50.0961111,20.0561111,9.54,10.0,0.287,1.921,0.228,0.085,0.221,2.672,0.207,condominium,no,yes,no,no,yes,420000
krakow,blockOfFlats,59.53,3.0,4.0,4.0,2012.0,50.0107494,19.8896984,6.05,6.0,0.355,0.906,0.912,0.152,0.421,4.214,0.242,condominium,no,yes,yes,no,no,799000
krakow,blockOfFlats,72.73,5.0,4.0,4.0,2003.0,50.01674281,19.90776477,4.81,7.0,0.863,0.549,0.248,0.086,0.273,3.119,0.187,condominium,no,yes,no,no,no,763665
krakow,blockOfFlats,46.33,2.0,,3.0,2008.0,50.0160479,19.8937015,5.41,22.0,0.682,0.408,0.325,0.194,0.211,3.56,0.184,condominium,no,no,yes,no,no,611000
krakow,tenement,65.0,3.0,1.0,3.0,1880.0,50.0516096,19.9272409,0.9,22.0,0.144,0.593,0.041,0.266,0.076,0.801,0.065,condominium,yes,no,no,no,yes,1170000
krakow,blockOfFlats,59.0,2.0,,2.0,2002.0,50.0952098,19.9124911,4.81,2.0,0.554,1.466,0.948,0.26,0.752,1.795,0.248,condominium,yes,yes,no,no,yes,690000
krakow,blockOfFlats,52.1,3.0,2.0,10.0,1975.0,50.09092436,19.92854606,4.02,26.0,0.343,0.356,0.127,0.06,0.388,0.824,0.157,cooperative,no,yes,yes,no,yes,765000
krakow,blockOfFlats,45.0,2.0,3.0,10.0,1980.0,50.01116765,19.97328853,5.5,7.0,0.144,0.553,0.184,0.116,0.209,1.212,0.14,condominium,no,yes,yes,no,yes,470000
krakow,apartmentBuilding,66.0,3.0,3.0,16.0,2002.0,50.08412134,19.93387701,3.22,11.0,0.522,0.364,0.062,0.599,0.408,0.29,0.095,condominium,no,yes,yes,no,no,780000
krakow,tenement,81.35,3.0,3.0,3.0,1900.0,50.0605011,19.9482907,0.91,52.0,0.208,0.104,0.392,0.443,0.159,0.751,0.05,condominium,no,yes,no,no,yes,1050000
krakow,tenement,124.0,4.0,3.0,3.0,1913.0,50.068,19.9313,1.5,57.0,0.045,0.418,0.261,0.309,0.143,0.313,0.117,condominium,yes,no,no,no,no,1049000
krakow,Other,71.0,3.0,1.0,3.0,2008.0,50.0193,19.8965,5.0,25.0,0.931,0.084,0.28,0.087,0.061,3.147,0.113,condominium,yes,yes,no,no,no,875000
krakow,blockOfFlats,49.0,3.0,3.0,4.0,1987.0,50.0168542,19.9494354,4.35,10.0,0.182,1.056,0.137,0.181,0.187,1.32,0.155,cooperative,yes,yes,no,no,yes,549000
krakow,tenement,41.0,2.0,5.0,5.0,1929.0,50.0660977,19.9406683,1.21,119.0,0.18,0.494,0.205,0.277,0.06,0.261,0.132,condominium,no,no,yes,no,no,915000
krakow,blockOfFlats,37.0,2.0,3.0,4.0,2007.0,50.0218416,19.9004129,4.61,21.0,1.183,0.201,0.516,0.183,0.121,2.766,0.186,condominium,no,yes,yes,no,no,575000
krakow,Other,27.5,2.0,4.0,7.0,,50.0795,19.9254,2.85,17.0,0.271,0.656,0.194,0.081,0.098,0.555,0.195,condominium,no,no,yes,no,no,499900
krakow,blockOfFlats,76.51,4.0,3.0,11.0,,50.09262253,19.99269899,5.68,13.0,0.336,1.955,0.087,0.45,0.388,0.716,0.272,cooperative,no,yes,yes,no,yes,719000
krakow,blockOfFlats,61.0,3.0,2.0,4.0,1992.0,50.0332,19.9702,3.34,4.0,1.027,1.432,0.094,0.218,0.229,2.546,0.08,condominium,yes,yes,no,no,yes,670000
krakow,Other,32.0,1.0,3.0,3.0,2022.0,50.045614,19.951429,1.42,42.0,0.101,0.684,0.119,0.548,0.07,0.942,0.143,condominium,no,yes,no,no,no,443626
krakow,tenement,73.0,4.0,1.0,3.0,1938.0,50.0611466,19.9509373,1.1,39.0,0.23,0.081,0.405,0.572,0.336,0.721,0.203,condominium,no,yes,no,no,yes,1278500
krakow,blockOfFlats,61.78,2.0,,5.0,2021.0,50.1021,19.9578,5.38,5.0,0.417,1.076,0.524,0.109,0.29,2.865,0.496,condominium,yes,no,yes,no,no,709000
krakow,apartmentBuilding,76.4,3.0,3.0,4.0,2000.0,50.07229037,19.85441689,6.29,0.0,1.187,2.368,1.096,1.809,0.757,2.881,1.449,condominium,yes,yes,no,no,no,1300000
krakow,blockOfFlats,50.75,3.0,1.0,5.0,2018.0,50.1016947,19.95851185,5.35,10.0,0.47,1.036,0.471,0.053,0.325,2.869,0.444,condominium,yes,yes,yes,no,yes,760000
krakow,blockOfFlats,59.5,3.0,2.0,5.0,2022.0,50.04805,19.96953,2.36,15.0,0.597,0.456,0.587,0.28,0.26,1.323,0.371,condominium,no,yes,yes,yes,no,937000
krakow,Other,78.9,3.0,5.0,6.0,,50.0795,19.9232,2.9,17.0,0.272,0.788,0.158,0.057,0.223,0.658,0.167,condominium,no,no,yes,no,no,1569000
krakow,Other,58.1,3.0,3.0,4.0,2015.0,50.0445,19.9879,3.73,6.0,0.312,0.473,0.508,0.362,0.391,1.475,0.482,condominium,yes,yes,yes,yes,no,770000
krakow,Other,70.54,4.0,3.0,4.0,2009.0,50.02069008,20.05437737,9.13,6.0,0.933,3.895,0.311,0.366,0.345,3.966,0.327,condominium,no,yes,no,no,yes,735000
krakow,blockOfFlats,68.1,3.0,,4.0,1985.0,50.00819598,19.95024758,5.3,10.0,0.251,0.564,0.549,0.174,0.193,0.594,0.077,cooperative,no,yes,no,no,yes,690000
krakow,blockOfFlats,49.0,2.0,,3.0,1955.0,50.076389,20.035,7.28,28.0,0.274,1.421,0.183,0.169,0.336,0.092,0.208,condominium,no,no,no,no,yes,500000
krakow,blockOfFlats,37.0,2.0,2.0,4.0,1980.0,50.084917,19.916689,3.64,18.0,0.108,1.317,0.386,0.116,0.256,0.955,0.277,condominium,no,no,Other,no,no,460000
krakow,tenement,41.38,2.0,4.0,4.0,,50.04012203,19.94248757,1.71,28.0,0.141,0.79,0.308,0.134,0.019,0.937,0.078,condominium,no,no,no,no,yes,319000
krakow,blockOfFlats,52.01,2.0,1.0,8.0,2012.0,50.0241,19.9604,3.81,4.0,0.368,0.644,0.336,0.634,0.135,1.98,0.692,condominium,no,yes,yes,yes,no,698000
krakow,Other,61.0,3.0,1.0,4.0,,50.0165,20.0067,6.51,19.0,0.168,0.592,0.235,0.261,0.3,2.318,0.19,condominium,no,no,Other,no,no,810000
krakow,tenement,64.29,3.0,1.0,3.0,1880.0,50.0514,19.927,0.92,20.0,0.124,0.589,0.012,0.24,0.085,0.829,0.04,condominium,no,yes,no,no,no,1149000
krakow,blockOfFlats,32.6,2.0,8.0,10.0,1985.0,50.081,20.0127,6.02,25.0,0.291,1.402,0.229,0.11,0.064,1.491,0.129,cooperative,no,yes,yes,no,yes,510000
krakow,apartmentBuilding,64.78,3.0,3.0,4.0,2020.0,50.01536358,20.02800034,7.79,2.0,0.528,1.928,0.553,0.385,0.66,2.933,0.444,condominium,no,yes,yes,no,yes,899000
krakow,apartmentBuilding,53.0,2.0,2.0,3.0,2004.0,50.0183,19.9473,4.16,9.0,0.332,0.941,0.359,0.331,0.403,1.534,0.376,condominium,no,yes,no,no,no,630000
krakow,apartmentBuilding,48.21,2.0,1.0,5.0,2023.0,50.04092,19.93838,1.6,24.0,0.109,0.745,0.362,0.174,0.274,0.813,0.3,condominium,yes,yes,no,no,no,725000
krakow,blockOfFlats,49.0,2.0,4.0,4.0,1980.0,50.0132206,20.0236693,7.68,9.0,0.498,1.592,0.313,0.211,0.589,2.985,0.201,condominium,yes,yes,no,no,yes,497000
krakow,blockOfFlats,52.1,2.0,10.0,10.0,1980.0,50.0132206,20.0236693,7.68,9.0,0.498,1.592,0.313,0.211,0.589,2.985,0.201,cooperative,yes,yes,yes,no,yes,494000
krakow,tenement,56.02,3.0,,,,50.04579431,19.95242481,1.45,42.0,0.169,0.749,0.173,0.558,0.077,1.004,0.217,condominium,no,no,Other,no,no,419000
krakow,tenement,45.0,3.0,,3.0,1944.0,50.06819535,19.91936241,1.98,23.0,0.08,0.568,0.145,0.317,0.06,0.541,0.082,condominium,no,yes,no,no,yes,680000
krakow,blockOfFlats,47.38,3.0,3.0,4.0,1977.0,50.0165363,20.0067187,6.51,19.0,0.163,0.596,0.236,0.265,0.298,2.314,0.193,condominium,no,yes,no,no,yes,552000
krakow,apartmentBuilding,51.0,3.0,,5.0,2017.0,50.08349942,19.94512081,3.17,11.0,0.735,0.419,0.102,0.119,0.087,1.085,0.123,condominium,yes,yes,yes,no,no,859000
krakow,blockOfFlats,47.97,3.0,9.0,9.0,1960.0,50.0737711,19.93232742,2.1,26.0,0.412,0.168,0.214,0.144,0.198,0.158,0.155,condominium,no,yes,yes,no,yes,770000
krakow,blockOfFlats,36.96,2.0,4.0,4.0,1965.0,50.0846723,19.9162204,3.63,20.0,0.15,1.29,0.373,0.095,0.219,0.984,0.236,condominium,no,no,no,no,yes,497000
krakow,blockOfFlats,54.2,3.0,2.0,5.0,2014.0,50.0532,19.921,1.27,18.0,0.334,0.121,0.265,0.371,0.097,0.817,0.111,condominium,no,no,yes,no,yes,1250000
krakow,Other,43.03,2.0,1.0,4.0,,50.0997,19.9235,5.05,1.0,0.703,1.259,0.71,0.402,0.749,1.852,0.63,condominium,no,no,Other,no,no,690000
krakow,blockOfFlats,82.0,4.0,3.0,9.0,2022.0,50.1008865,20.0095641,7.17,12.0,0.353,1.183,0.277,0.29,0.393,1.024,0.197,condominium,yes,yes,yes,no,no,970000
krakow,blockOfFlats,40.11,2.0,3.0,4.0,2023.0,50.014,19.9996,6.34,11.0,0.317,0.221,0.146,0.289,0.666,2.625,0.194,condominium,yes,yes,yes,no,no,369000
krakow,blockOfFlats,31.98,1.0,1.0,3.0,2023.0,50.045621,19.968269,2.39,13.0,0.59,0.489,0.543,0.199,0.101,1.437,0.221,condominium,yes,yes,yes,no,no,551000
krakow,blockOfFlats,46.13,2.0,3.0,4.0,1950.0,50.08056751,20.03843334,7.67,29.0,0.049,1.733,0.429,0.257,0.511,0.532,0.143,condominium,no,no,no,no,yes,450000
krakow,tenement,38.95,2.0,3.0,4.0,,50.0796683,19.9484215,2.8,3.0,0.495,0.76,0.584,0.321,0.42,1.361,0.519,condominium,no,yes,no,no,yes,495000
krakow,blockOfFlats,76.28,4.0,3.0,3.0,2022.0,50.02020425,20.0611435,9.59,0.0,1.397,3.994,0.759,0.821,0.803,4.422,0.813,condominium,yes,yes,no,no,no,599000
krakow,Other,48.0,3.0,,2.0,2022.0,50.1024844,19.9272491,5.31,1.0,1.041,1.419,0.788,0.414,0.828,2.112,0.852,condominium,yes,yes,no,no,no,700000
krakow,blockOfFlats,47.34,2.0,1.0,2.0,2002.0,50.0923836,19.9787307,5.03,9.0,0.591,1.572,0.631,0.3,0.288,1.713,0.274,condominium,no,yes,no,no,yes,555000
krakow,Other,47.0,3.0,1.0,2.0,,50.0739,19.9067,3.07,18.0,0.431,0.507,0.419,0.273,0.212,0.681,0.192,condominium,no,no,no,no,no,775000
krakow,Other,77.07,3.0,1.0,1.0,2020.0,50.02533521,19.92187529,3.54,20.0,0.294,0.351,0.627,0.23,0.191,2.095,0.176,condominium,yes,yes,no,no,no,950000
krakow,blockOfFlats,65.0,3.0,,4.0,1990.0,50.0933562,19.9918617,5.7,11.0,0.377,2.017,0.164,0.479,0.463,0.778,0.182,condominium,no,yes,no,no,yes,680000
krakow,Other,47.9,2.0,,,1968.0,50.06707338,19.92051614,1.83,17.0,0.047,0.713,0.037,0.456,0.005,0.69,0.133,condominium,no,no,Other,no,no,499000
krakow,blockOfFlats,50.58,2.0,8.0,9.0,1980.0,50.09223718,20.00843129,6.47,18.0,0.301,0.835,0.421,0.022,0.29,0.411,0.131,condominium,no,yes,yes,no,yes,480000
krakow,tenement,34.5,2.0,,4.0,1930.0,50.0467,19.9455,1.08,78.0,0.244,0.244,0.446,0.391,0.125,0.502,0.107,condominium,yes,no,no,no,no,595000
krakow,blockOfFlats,51.14,3.0,,9.0,,50.10089,20.00956,7.17,12.0,0.353,1.183,0.278,0.29,0.393,1.024,0.197,condominium,yes,yes,yes,no,yes,665000
krakow,blockOfFlats,62.68,3.0,3.0,3.0,2016.0,50.097067,19.916818,4.89,3.0,0.426,1.402,0.996,0.151,0.605,1.768,0.335,condominium,no,yes,no,no,yes,799000
krakow,blockOfFlats,45.0,2.0,3.0,10.0,1980.0,50.01307112,19.96867,5.17,13.0,0.453,0.264,0.268,0.438,0.23,1.064,0.227,condominium,no,yes,yes,no,yes,470000
krakow,blockOfFlats,88.0,3.0,2.0,2.0,2003.0,50.0343357,19.8975796,3.73,1.0,0.625,1.561,1.348,1.28,0.152,1.811,1.051,condominium,yes,yes,no,no,yes,899000
krakow,blockOfFlats,69.02,3.0,1.0,3.0,2020.0,50.08212252,19.89302158,4.41,10.0,0.138,0.608,0.559,0.529,0.348,1.034,0.307,condominium,yes,yes,yes,no,no,1080000
krakow,tenement,43.13,2.0,,3.0,1890.0,50.0675,19.938,1.36,85.0,0.033,0.417,0.215,0.039,0.033,0.35,0.147,condominium,yes,no,yes,no,yes,668515
krakow,tenement,35.01,2.0,,3.0,1890.0,50.0675,19.938,1.36,85.0,0.033,0.417,0.215,0.039,0.033,0.35,0.147,condominium,yes,no,yes,no,yes,542655
krakow,tenement,42.66,2.0,,3.0,1890.0,50.0675,19.938,1.36,85.0,0.033,0.417,0.215,0.039,0.033,0.35,0.147,condominium,yes,no,yes,no,yes,661230
krakow,blockOfFlats,123.99,4.0,1.0,2.0,2022.0,50.1096,19.9073,6.43,1.0,0.319,2.245,1.333,0.769,1.568,3.314,1.057,condominium,yes,no,no,no,no,1089000
krakow,blockOfFlats,45.12,2.0,1.0,4.0,1976.0,50.0165363,20.0067187,6.51,19.0,0.163,0.596,0.236,0.265,0.298,2.314,0.193,condominium,no,yes,no,no,yes,550000
krakow,blockOfFlats,61.9,3.0,2.0,10.0,1980.0,50.083192,20.0028402,5.54,17.0,0.233,1.622,0.092,0.106,0.228,1.067,0.131,cooperative,yes,yes,yes,no,yes,615000
krakow,Other,47.5,3.0,1.0,3.0,2008.0,50.0162,19.9084,4.85,6.0,0.854,0.562,0.322,0.097,0.343,3.167,0.261,condominium,no,yes,no,no,no,650000
krakow,Other,50.18,3.0,1.0,3.0,2022.0,50.0365018,20.0155176,5.89,0.0,1.283,2.084,1.481,1.218,0.647,0.738,1.209,condominium,no,yes,yes,yes,yes,592124
krakow,blockOfFlats,71.07,3.0,1.0,7.0,2017.0,50.0796664,20.0031916,5.36,17.0,0.391,1.846,0.264,0.225,0.059,1.459,0.015,condominium,no,no,yes,no,no,950000
krakow,apartmentBuilding,49.87,2.0,3.0,7.0,2022.0,50.0941,19.9237,4.44,12.0,0.27,0.811,0.428,0.211,0.151,1.253,0.299,condominium,no,yes,yes,no,no,690000
krakow,apartmentBuilding,43.25,2.0,3.0,4.0,2017.0,50.0347,20.0,4.96,4.0,0.194,1.121,0.427,0.837,0.371,0.476,0.626,condominium,no,yes,yes,yes,no,715000
krakow,tenement,40.55,2.0,3.0,3.0,1930.0,50.0528418,19.9462656,0.62,142.0,0.118,0.686,0.203,0.44,0.057,0.645,0.113,condominium,no,yes,no,no,no,620000
krakow,blockOfFlats,57.8,3.0,2.0,10.0,,50.07955,19.881966,4.85,12.0,0.249,0.254,0.261,0.278,0.242,1.176,0.219,condominium,no,yes,yes,no,yes,689000
krakow,Other,47.0,3.0,1.0,2.0,,50.0739,19.9067,3.07,18.0,0.431,0.507,0.419,0.273,0.212,0.681,0.192,condominium,no,no,no,no,no,775000
krakow,apartmentBuilding,46.8,2.0,3.0,4.0,2018.0,50.0202252,19.9561299,4.1,10.0,0.373,0.728,0.296,0.41,0.076,1.548,0.6,condominium,yes,yes,yes,no,no,625000
krakow,blockOfFlats,62.7,3.0,,3.0,2017.0,50.1047,19.9262,5.56,0.0,1.291,1.677,1.044,0.672,1.074,2.365,0.863,condominium,yes,yes,yes,no,yes,872500
krakow,tenement,39.91,2.0,1.0,5.0,1930.0,50.0430954,19.9513138,1.64,42.0,0.03,0.799,0.173,0.284,0.122,1.056,0.284,condominium,no,yes,no,no,yes,575000
krakow,blockOfFlats,52.0,3.0,3.0,4.0,,50.1008865,20.0095641,7.17,12.0,0.353,1.183,0.277,0.29,0.393,1.024,0.197,cooperative,no,yes,no,no,yes,499000
krakow,blockOfFlats,38.47,2.0,5.0,6.0,2021.0,50.0432,19.9836,3.49,7.0,0.652,0.402,0.315,0.051,0.275,1.679,0.371,condominium,yes,yes,yes,no,no,660000
krakow,blockOfFlats,35.18,2.0,,4.0,1980.0,50.083245,19.955903,3.35,7.0,0.262,0.324,0.149,0.444,0.138,1.855,0.213,condominium,no,no,no,no,yes,420000
krakow,apartmentBuilding,47.15,3.0,5.0,6.0,2008.0,50.0703,19.9443,1.72,34.0,0.307,0.714,0.298,0.581,0.017,0.791,0.268,condominium,yes,yes,yes,yes,yes,894900
krakow,blockOfFlats,49.27,2.0,,5.0,2022.0,50.0644,20.023,6.12,2.0,0.827,1.655,1.091,0.216,0.815,1.58,0.292,condominium,yes,yes,yes,no,no,739000
krakow,Other,59.08,3.0,4.0,10.0,,50.079,19.8839,4.7,13.0,0.187,0.233,0.11,0.143,0.271,1.031,0.241,condominium,no,no,yes,no,no,879000
krakow,blockOfFlats,40.0,2.0,,4.0,1950.0,50.0737338,20.03917303,7.48,27.0,0.27,1.013,0.377,0.006,0.132,0.509,0.092,condominium,yes,no,no,no,yes,430000
krakow,blockOfFlats,50.88,2.0,,,2003.0,50.06795806,19.91248421,2.33,23.0,0.095,0.447,0.549,0.387,0.05,0.57,0.379,condominium,no,yes,no,no,no,725000
krakow,Other,33.0,2.0,1.0,4.0,2023.0,50.04278,19.98944,3.9,6.0,0.372,0.33,0.415,0.316,0.559,1.283,0.674,condominium,no,yes,no,no,no,435000
krakow,blockOfFlats,48.09,3.0,4.0,7.0,2019.0,50.04962,19.96406,1.93,18.0,0.249,0.132,0.608,0.129,0.074,0.91,0.592,condominium,no,yes,yes,yes,no,750000
krakow,blockOfFlats,44.19,3.0,,10.0,1970.0,50.0871163,20.0305437,7.46,15.0,0.27,0.968,0.352,0.352,0.212,1.173,0.353,condominium,no,no,yes,no,yes,418000
krakow,blockOfFlats,75.0,3.0,3.0,3.0,2006.0,50.038617,19.940381,1.86,24.0,0.174,0.963,0.09,0.192,0.097,1.074,0.116,condominium,no,yes,no,no,yes,1050000
krakow,tenement,84.0,3.0,,2.0,,50.0468999,19.9548221,1.5,30.0,0.359,0.592,0.382,0.652,0.065,0.912,0.302,condominium,yes,no,no,no,no,975000
krakow,blockOfFlats,52.0,3.0,7.0,10.0,1978.0,50.0175734,20.00942202,6.58,17.0,0.162,0.812,0.234,0.319,0.141,2.216,0.112,condominium,no,no,yes,no,no,539000
krakow,blockOfFlats,40.0,2.0,,4.0,1955.0,50.0731819,20.0403881,7.54,28.0,0.276,0.918,0.361,0.112,0.123,0.614,0.146,condominium,no,no,no,no,yes,440000
krakow,blockOfFlats,76.75,4.0,5.0,5.0,1999.0,50.06967949,19.98119745,3.45,12.0,0.513,0.25,0.278,0.217,0.186,1.487,0.383,cooperative,no,no,no,no,yes,785000
krakow,Other,61.0,4.0,1.0,2.0,2023.0,50.10673,19.90773,6.12,1.0,0.133,1.985,1.542,0.982,1.562,3.023,0.784,condominium,no,yes,no,no,no,565000
krakow,blockOfFlats,68.0,4.0,5.0,6.0,2010.0,50.0248,19.9054,4.13,12.0,0.744,0.503,0.494,0.164,0.161,2.317,0.148,condominium,yes,yes,yes,yes,yes,849000
krakow,tenement,72.6,4.0,4.0,6.0,1936.0,50.07121625,19.92924514,1.89,33.0,0.344,0.198,0.136,0.23,0.282,0.302,0.257,condominium,no,yes,yes,no,yes,990000
krakow,Other,67.0,3.0,4.0,6.0,2022.0,50.0349877,19.9683438,3.11,4.0,1.15,1.453,0.257,0.448,0.19,2.442,0.303,condominium,no,yes,yes,no,no,749000
krakow,tenement,43.0,2.0,4.0,4.0,1909.0,50.0546,19.9435,0.37,142.0,0.136,0.822,0.372,0.352,0.093,0.551,0.24,condominium,yes,no,no,no,no,560000
krakow,tenement,37.55,2.0,,,1911.0,50.05143223,19.93547767,0.48,46.0,0.15,0.658,0.202,0.347,0.049,0.431,0.363,condominium,no,no,no,no,yes,659000
krakow,blockOfFlats,58.8,2.0,2.0,3.0,2000.0,50.068,19.8533,6.24,1.0,0.947,2.667,1.521,2.23,0.484,3.009,1.899,condominium,yes,yes,no,yes,yes,580000
krakow,Other,46.41,3.0,,4.0,,50.0561,19.9441,0.41,118.0,0.039,0.677,0.327,0.301,0.109,0.571,0.144,condominium,no,no,Other,no,no,650000
krakow,Other,85.89,3.0,1.0,4.0,,50.0561,19.9441,0.41,118.0,0.039,0.677,0.327,0.301,0.109,0.571,0.144,condominium,no,no,Other,no,no,1031000
krakow,blockOfFlats,37.1,2.0,2.0,4.0,1970.0,50.017274,19.98382,5.33,12.0,0.245,1.06,0.134,0.127,0.187,2.205,0.172,condominium,no,no,no,no,yes,399000
krakow,apartmentBuilding,50.98,2.0,1.0,4.0,2009.0,50.0714118,19.940437,1.8,34.0,0.164,0.482,0.388,0.486,0.11,0.54,0.291,condominium,no,no,yes,no,no,860000
krakow,Other,37.5,2.0,6.0,10.0,,50.0192559,19.9813984,5.05,18.0,0.134,0.966,0.147,0.175,0.062,2.199,0.023,cooperative,no,no,yes,no,no,509000
krakow,blockOfFlats,63.0,3.0,2.0,3.0,2007.0,50.0244,19.9445,3.46,2.0,0.406,0.573,0.521,0.623,0.455,2.228,0.566,condominium,yes,yes,no,yes,yes,780000
krakow,blockOfFlats,47.0,3.0,5.0,5.0,2004.0,50.0794,19.9028,3.7,10.0,0.571,1.073,0.275,0.412,0.038,0.923,0.216,condominium,yes,no,yes,no,no,399000
krakow,Other,55.8,2.0,3.0,4.0,2002.0,50.09726,19.9351,4.67,10.0,0.373,0.712,0.291,0.371,0.098,1.567,0.265,condominium,no,yes,no,no,no,649000
krakow,apartmentBuilding,47.0,2.0,1.0,6.0,2022.0,50.1052136,20.00901097,7.49,6.0,0.819,1.603,0.459,0.31,0.232,1.453,0.473,condominium,no,no,yes,no,no,589000
krakow,blockOfFlats,36.77,2.0,1.0,4.0,1980.0,50.0881,20.0212,6.94,24.0,0.148,0.515,0.303,0.059,0.225,1.417,0.062,condominium,no,no,no,no,yes,355000
krakow,blockOfFlats,45.22,2.0,3.0,3.0,1960.0,50.0758,19.9029,3.41,13.0,0.292,0.68,0.345,0.131,0.166,0.664,0.175,condominium,yes,yes,no,no,yes,499000
krakow,blockOfFlats,60.68,3.0,1.0,3.0,2010.0,49.9991798,19.9015948,6.77,9.0,0.398,0.429,0.414,0.108,0.353,4.114,0.453,condominium,yes,yes,no,no,yes,649000
krakow,blockOfFlats,62.0,3.0,5.0,6.0,2016.0,50.092107,19.9879393,5.41,6.0,0.25,2.191,0.241,0.552,0.47,1.058,0.165,condominium,yes,no,yes,no,no,835000
krakow,blockOfFlats,60.0,3.0,3.0,4.0,2004.0,50.02285103,19.91011476,4.14,10.0,0.529,0.593,0.414,0.301,0.437,2.419,0.418,condominium,no,yes,no,no,yes,780000
krakow,Other,95.4,4.0,1.0,1.0,1970.0,50.05839837,19.8956668,3.07,5.0,0.161,0.167,1.482,0.311,0.398,1.444,0.088,condominium,no,yes,no,no,yes,1600000
krakow,tenement,47.1,3.0,,4.0,1960.0,50.0464778,19.9555769,1.57,31.0,0.4,0.56,0.397,0.616,0.035,0.961,0.23,condominium,no,no,yes,no,yes,449000
krakow,Other,42.5,2.0,1.0,9.0,2021.0,50.0984229,19.9532932,4.91,6.0,0.74,0.707,0.439,0.565,0.186,2.348,0.423,condominium,no,yes,yes,no,no,608000
krakow,blockOfFlats,58.59,3.0,,5.0,2022.0,50.06844838,20.0098886,5.31,5.0,0.307,1.839,0.616,0.444,0.193,1.946,0.806,condominium,no,yes,yes,no,no,929000
krakow,blockOfFlats,39.7,2.0,3.0,3.0,2004.0,50.08812058,19.96067193,3.98,12.0,0.686,0.452,0.073,0.308,0.264,2.253,0.302,condominium,no,yes,no,no,no,549000
krakow,apartmentBuilding,55.72,3.0,4.0,5.0,2022.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,condominium,yes,yes,yes,no,no,833900
krakow,Other,61.0,2.0,,3.0,,50.098017,19.912055,5.11,3.0,0.732,1.55,1.259,0.216,0.928,2.051,0.065,condominium,no,no,no,no,no,800000
krakow,blockOfFlats,92.0,4.0,3.0,4.0,2000.0,50.0209394,19.9821432,4.93,19.0,0.243,1.106,0.312,0.351,0.257,2.364,0.203,condominium,no,yes,no,yes,yes,966000
krakow,tenement,51.5,2.0,,,1930.0,50.05521799,19.94664228,0.59,115.0,0.171,0.694,0.235,0.279,0.02,0.568,0.091,condominium,no,yes,yes,no,yes,749000
krakow,blockOfFlats,70.33,3.0,2.0,3.0,2005.0,50.0186,19.8976,5.02,25.0,0.84,0.19,0.183,0.196,0.083,3.178,0.131,condominium,yes,yes,no,no,yes,760000
krakow,blockOfFlats,50.65,2.0,3.0,4.0,2008.0,50.06799,19.93128,1.5,57.0,0.046,0.417,0.263,0.31,0.143,0.312,0.117,condominium,no,no,no,no,yes,1114000
krakow,apartmentBuilding,87.0,4.0,2.0,8.0,2010.0,50.04932525,19.98964001,3.72,1.0,0.426,1.023,0.866,0.799,0.645,1.74,0.653,condominium,no,yes,yes,no,no,800000
krakow,blockOfFlats,54.0,3.0,,6.0,2009.0,50.09994342,19.96754244,5.38,6.0,0.289,1.137,0.528,0.267,0.344,2.633,0.175,condominium,no,yes,yes,no,no,599000
krakow,tenement,93.53,4.0,3.0,4.0,1910.0,50.039,19.9416,1.83,28.0,0.091,0.914,0.171,0.164,0.02,1.044,0.163,condominium,yes,yes,no,no,yes,699000
krakow,blockOfFlats,70.0,4.0,2.0,11.0,,50.061926,19.967362,2.19,25.0,0.237,0.344,0.356,0.238,0.398,0.495,0.19,condominium,no,yes,yes,no,yes,858000
krakow,blockOfFlats,58.0,3.0,6.0,6.0,2022.0,50.0243,19.9609,3.8,3.0,0.347,0.67,0.35,0.657,0.157,2.005,0.71,condominium,yes,no,yes,yes,yes,759000
krakow,tenement,48.11,2.0,6.0,6.0,,50.07027245,19.92734206,1.84,36.0,0.281,0.361,0.271,0.362,0.111,0.472,0.111,condominium,no,no,yes,no,yes,600000
krakow,apartmentBuilding,56.16,3.0,,5.0,2017.0,50.10154775,19.95983059,5.36,10.0,0.394,1.036,0.453,0.049,0.415,2.925,0.417,condominium,yes,no,yes,no,no,689000
